Epoch,Training Error,Testing Error
31755,350.9406128,1641.252441
31756,340.8920898,1773.399658
31757,350.86203,1640.527344
31758,340.8555298,1773.913818
31759,350.7722168,1639.790894
31760,340.799469,1774.391846
31761,350.6518555,1639.075439
31762,340.7229309,1774.824219
31763,350.508728,1638.40271
31764,340.6418457,1775.229004
31765,350.3709717,1637.785645
31766,340.577301,1775.626587
31767,350.2670593,1637.23291
31768,340.5434265,1776.026123
31769,350.2120056,1636.744629
31770,340.5416565,1776.423218
31771,350.2018433,1636.307861
31772,340.5621033,1776.807373
31773,350.2188416,1635.903931
31774,340.5880737,1777.163452
31775,350.2383728,1635.514404
31776,340.5993958,1777.473267
31777,350.2332458,1635.127197
31778,340.5751648,1777.715454
31779,350.1760864,1634.732056
31780,340.4947205,1777.866577
31781,350.0420227,1634.326538
31782,340.3396606,1777.902588
31783,349.809021,1633.909912
31784,340.0945435,1777.802979
31785,349.4603271,1633.485596
31786,339.7486877,1777.551758
31787,348.9859924,1633.058838
31788,339.2974548,1777.141968
31789,348.3845215,1632.635254
31790,338.7428894,1776.577026
31791,347.6622314,1632.21875
31792,338.0932312,1775.869995
31793,346.832489,1631.811768
31794,337.3622437,1775.042847
31795,345.911499,1631.412842
31796,336.5655823,1774.121582
31797,344.9125671,1631.019043
31798,335.7176208,1773.129761
31799,343.8456726,1630.626465
31800,334.8293457,1772.08606
31801,342.7187195,1630.230469
31802,333.909729,1771.006592
31803,341.5440369,1629.828491
31804,332.9696655,1769.910522
31805,340.3412476,1629.422119
31806,332.024292,1768.823853
31807,339.1383667,1629.020264
31808,331.0916138,1767.776367
31809,337.9696045,1628.643311
31810,330.1813965,1766.774414
31811,336.8539734,1628.31897
31812,329.2845764,1765.775391
31813,335.7783813,1628.068115
31814,328.3964539,1764.750977
31815,334.7294006,1627.901489
31816,327.5411987,1763.751343
31817,333.7316895,1627.827515
31818,326.7650452,1762.877319
31819,332.8402405,1627.85083
31820,326.1003113,1762.167603
31821,332.0926819,1627.960449
31822,325.5508728,1761.58728
31823,331.4920044,1628.127686
31824,325.1177063,1761.132324
31825,331.0369263,1628.32251
31826,324.8077087,1760.833008
31827,330.7359619,1628.526245
31828,324.6324158,1760.725708
31829,330.6048889,1628.731323
31830,324.6082764,1760.844604
31831,330.6682739,1628.938354
31832,324.7592468,1761.229858
31833,330.9613953,1629.15625
31834,325.1213989,1761.932251
31835,331.5378418,1629.403442
31836,325.74823,1763.020386
31837,332.4751587,1629.71228
31838,326.7116699,1764.572632
31839,333.874939,1630.128662
31840,328.082428,1766.631592
31841,335.8290405,1630.690552
31842,329.8829346,1769.146484
31843,338.3641052,1631.372803
31844,332.1755066,1772.228394
31845,341.5916443,1632.193726
31846,335.1022949,1776.102539
31847,345.6889648,1633.337158
31848,338.6711121,1780.621216
31849,350.6657104,1634.959351
31850,342.9561462,1785.764404
31851,356.7594604,1637.181152
31852,348.2490234,1791.85376
31853,364.3465271,1640.15332
31854,353.8049011,1797.380493
31855,372.1902771,1643.564331
31856,357.494751,1799.489624
31857,376.5104675,1645.897095
31858,358.1621399,1797.832397
31859,376.0175476,1646.85437
31860,356.2998962,1793.42041
31861,372.3379211,1647.004883
31862,353.3203735,1788.236328
31863,367.6000061,1646.924805
31864,350.3328857,1783.618286
31865,363.3344421,1646.847046
31866,347.5840149,1779.550049
31867,359.5431213,1646.660278
31868,345.0874023,1775.985352
31869,356.1381531,1646.364258
31870,343.0870667,1773.387695
31871,353.5099792,1646.085693
31872,341.7412109,1771.909424
31873,351.8449402,1645.908325
31874,340.8470764,1771.016724
31875,350.7626343,1645.765015
31876,340.1905518,1770.369507
31877,349.9520569,1645.593628
31878,339.6478271,1769.846558
31879,349.2602234,1645.361084
31880,339.1539001,1769.401245
31881,348.6125183,1645.049927
31882,338.6754456,1769.017822
31883,347.973877,1644.648682
31884,338.1985168,1768.695435
31885,347.3317566,1644.150513
31886,337.7224731,1768.44751
31887,346.6907654,1643.549072
31888,337.2576599,1768.299438
31889,346.0690002,1642.84082
31890,336.8242188,1768.285889
31891,345.4978638,1642.02832
31892,336.4497375,1768.448853
31893,345.0180664,1641.124146
31894,336.1640015,1768.817017
31895,344.6718445,1640.165649
31896,335.9833069,1769.372803
31897,344.4775085,1639.226074
31898,335.8944702,1770.026489
31899,344.4063416,1638.389893
31900,335.8726807,1770.682129
31901,344.4165039,1637.681641
31902,335.9076538,1771.322266
31903,344.4938965,1637.054565
31904,335.9992981,1771.985352
31905,344.6376648,1636.446533
31906,336.1469727,1772.708252
31907,344.8462524,1635.811401
31908,336.3443298,1773.505615
31909,345.1116333,1635.123291
31910,336.5756531,1774.361938
31911,345.4160156,1634.376953
31912,336.8112793,1775.228271
31913,345.7229309,1633.588501
31914,337.0065002,1776.023438
31915,345.9756775,1632.790283
31916,337.1151733,1776.668945
31917,346.1153259,1632.011963
31918,337.10849,1777.121704
31919,346.1032104,1631.26123
31920,336.9716187,1777.365479
31921,345.9202576,1630.529297
31922,336.6936951,1777.387329
31923,345.5497437,1629.809204
31924,336.2623596,1777.168335
31925,344.9736328,1629.108276
31926,335.6702881,1776.69812
31927,344.1880188,1628.462036
31928,334.9214172,1775.982178
31929,343.2084656,1627.931396
31930,334.0281372,1775.021362
31931,342.0473328,1627.552734
31932,332.9924927,1773.788574
31933,340.6989136,1627.318115
31934,331.8214417,1772.293457
31935,339.1816406,1627.21582
31936,330.5679321,1770.650024
31937,337.5814209,1627.251831
31938,329.3081055,1768.981323
31939,336.0050049,1627.42395
31940,328.0914001,1767.317871
31941,334.5118103,1627.695557
31942,326.9490967,1765.694824
31943,333.1307678,1628.021118
31944,325.9052429,1764.175781
31945,331.8844604,1628.366577
31946,324.9772949,1762.813721
31947,330.7919922,1628.709961
31948,324.1791992,1761.649414
31949,329.8700562,1629.036987
31950,323.5247192,1760.717041
31951,329.1355896,1629.337402
31952,323.0279541,1760.047485
31953,328.6048584,1629.60376
31954,322.7009277,1759.66394
31955,328.2903748,1629.831299
31956,322.5514221,1759.578735
31957,328.1997986,1630.019531
31958,322.5826111,1759.791748
31959,328.337616,1630.174194
31960,322.7988586,1760.301514
31961,328.712738,1630.305542
31962,323.2134399,1761.119629
31963,329.3493958,1630.431885
31964,323.8616638,1762.295044
31965,330.3073425,1630.581543
31966,324.8179321,1763.934082
31967,331.7027283,1630.804932
31968,326.2026978,1766.197632
31969,333.7137451,1631.190186
31970,328.1724548,1769.251099
31971,336.5505371,1631.874756
31972,330.8708496,1773.116211
31973,340.400116,1632.960815
31974,334.3636475,1777.661743
31975,345.3285828,1634.430298
31976,338.7598877,1783.134521
31977,351.5609131,1636.526489
31978,344.1929932,1789.551025
31979,359.4878845,1639.466553
31980,351.0246277,1797.249023
31981,369.4339905,1643.426147
31982,357.0032349,1802.202515
31983,377.5772705,1647.230957
31984,359.9683838,1802.90625
31985,380.1902771,1649.367798
31986,359.399231,1799.373169
31987,377.9858093,1650.192871
31988,356.6287231,1793.725586
31989,372.9925232,1650.313232
31990,352.799469,1787.273193
31991,367.1228333,1650.1604
31992,349.4492493,1782.194214
31993,362.480957,1650.149536
31994,346.737854,1778.120117
31995,358.8224487,1650.275024
31996,344.3562012,1774.439087
31997,355.5948792,1650.466797
31998,342.322052,1771.293335
31999,352.9028015,1650.809692
32000,340.8171692,1768.923706
32001,351.0064697,1651.423828
32002,339.7850342,1767.054077
32003,349.7562256,1652.324829
32004,339.049408,1765.309692
32005,348.8703613,1653.486816
32006,338.487854,1763.51123
32007,348.186554,1654.892212
32008,338.0400696,1761.592651
32009,347.6365051,1656.532593
32010,337.6838379,1759.524048
32011,347.1978149,1658.436279
32012,337.4259033,1757.319824
32013,346.8808899,1660.621094
32014,337.2982483,1755.293701
32015,346.7529907,1662.791382
32016,337.3262634,1753.621338
32017,346.7981262,1664.781494
32018,337.4780884,1751.87561
32019,346.8678894,1667.012085
32020,337.6670532,1749.69397
32021,346.8728027,1669.615112
32022,337.8356323,1746.96106
32023,346.734314,1672.362793
32024,337.8944397,1743.841553
32025,346.3337097,1674.789063
32026,337.7119141,1740.687378
32027,345.6805115,1677.146973
32028,337.3976746,1737.299072
32029,344.8425598,1679.570923
32030,336.9929199,1733.717041
32031,343.852478,1682.000977
32032,336.4945374,1730.092651
32033,342.6559753,1684.226563
32034,335.8267822,1726.606567
32035,341.2393188,1686.096436
32036,335.0315857,1723.53125
32037,339.7788696,1687.583862
32038,334.2786865,1721.180054
32039,338.515564,1688.6427
32040,333.572052,1719.37793
32041,337.4353943,1689.372925
32042,332.844635,1717.799561
32043,336.4159241,1689.902954
32044,332.1178894,1716.465454
32045,335.4631653,1690.242798
32046,331.4454651,1715.505005
32047,334.6365967,1690.369507
32048,330.8329468,1714.862305
32049,333.9353638,1690.329712
32050,330.2605286,1714.398682
32051,333.3197937,1690.189819
32052,329.7253113,1714.062744
32053,332.7688599,1689.980225
32054,329.2322083,1713.853149
32055,332.2809753,1689.709595
32056,328.7886658,1713.782959
32057,331.8631897,1689.381592
32058,328.4031677,1713.867676
32059,331.5259399,1688.996216
32060,328.0856628,1714.127075
32061,331.2824707,1688.551758
32062,327.8476868,1714.582886
32063,331.1483765,1688.044312
32064,327.7026978,1715.262451
32065,331.1422729,1687.468262
32066,327.6672363,1716.197021
32067,331.2883606,1686.81958
32068,327.7625732,1717.424438
32069,331.6175842,1686.09314
32070,328.0161743,1718.98999
32071,332.1734314,1685.286499
32072,328.4667969,1720.952026
32073,333.0142517,1684.402222
32074,329.1650696,1723.377808
32075,334.2136841,1683.456909
32076,330.1713562,1726.329224
32077,335.8513184,1682.491333
32078,331.5446472,1729.827637
32079,337.9828796,1681.573853
32080,333.3132935,1733.815918
32081,340.5802307,1680.743774
32082,335.4056091,1738.142822
32083,343.4954529,1679.954346
32084,337.6157227,1742.545044
32085,346.5230408,1679.081299
32086,339.7485962,1746.819824
32087,349.4119873,1678.000122
32088,341.5718384,1750.759521
32089,351.8003845,1676.570557
32090,342.4736023,1753.449463
32091,352.7929382,1674.758789
32092,342.0772705,1754.300415
32093,351.973938,1672.872559
32094,340.9217529,1754.05188
32095,350.2792664,1671.250244
32096,339.5020752,1753.297119
32097,348.3525391,1669.790894
32098,337.9121704,1752.279419
32099,346.2672119,1668.272827
32100,336.1253357,1751.092651
32101,343.9815063,1666.55957
32102,334.1262512,1749.807739
32103,341.4902344,1664.566528
32104,331.9598999,1748.558716
32105,338.8595581,1662.219971
32106,329.7309265,1747.556396
32107,336.2140808,1659.452637
32108,327.5834656,1747.046509
32109,333.7266235,1656.240967
32110,325.714447,1747.266479
32111,331.6454163,1652.639648
32112,324.2255249,1748.031006
32113,329.9805298,1649.001831
32114,322.9434204,1748.685425
32115,328.4617615,1645.851807
32116,322.039093,1749.930908
32117,327.5616455,1642.705811
32118,321.8509827,1752.379517
32119,327.6941528,1639.435425
32120,322.4394226,1755.810303
32121,328.9187622,1636.237671
32122,323.6363831,1759.678345
32123,330.8253174,1633.518555
32124,325.5631409,1764.242188
32125,333.7477112,1631.203613
32126,328.3319092,1769.677856
32127,337.8538513,1629.289673
32128,331.6097412,1775.485718
32129,342.4823608,1627.877686
32130,334.2094421,1780.251709
32131,345.8435059,1627.146606
32132,335.5260315,1782.862427
32133,347.1538391,1626.870728
32134,335.6542053,1783.369995
32135,346.9111938,1626.869995
32136,334.9972839,1782.535156
32137,345.7532043,1627.032227
32138,333.9396667,1781.017944
32139,344.1586304,1627.292236
32140,332.7272949,1779.219482
32141,342.4363708,1627.610962
32142,331.5167542,1777.40564
32143,340.7722778,1627.961182
32144,330.4117432,1775.748413
32145,339.2912598,1628.320313
32146,329.4892273,1774.373535
32147,338.0861816,1628.668091
32148,328.8056335,1773.371338
32149,337.2225952,1628.984863
32150,328.39505,1772.798096
32151,336.7374573,1629.258789
32152,328.2722778,1772.679565
32153,336.6444092,1629.487427
32154,328.4460144,1773.032349
32155,336.9527893,1629.681152
32156,328.9348755,1773.886475
32157,337.6882629,1629.863037
32158,329.7810364,1775.303345
32159,338.9093628,1630.074341
32160,331.0518188,1777.366211
32161,340.7033997,1630.380493
32162,332.8347473,1780.153198
32163,343.1924133,1630.880127
32164,335.2409973,1783.698975
32165,346.5604553,1631.694336
32166,338.3052368,1787.814331
32167,350.8275146,1632.866821
32168,341.9855652,1792.442749
32169,355.9353333,1634.432861
32170,346.3242493,1797.65686
32171,362.0356445,1636.448486
32172,351.5052185,1803.721313
32173,369.0345764,1638.745605
32174,356.386261,1808.812012
32175,375.4942322,1641.212646
32176,359.1503906,1810.17688
32177,378.5907593,1643.045654
32178,359.1214294,1807.928955
32179,377.2464905,1643.708008
32180,356.9216003,1803.381348
32181,373.1669312,1643.668945
32182,353.9598999,1798.569702
32183,368.5899048,1643.409302
32184,351.1318359,1794.434082
32185,364.5642395,1643.078613
32186,348.5274658,1790.776855
32187,360.9512024,1642.637329
32188,346.266571,1787.804199
32189,357.9062805,1642.150391
32190,344.6460571,1785.966553
32191,355.8522644,1641.758179
32192,343.6470032,1785.018799
32193,354.6566467,1641.454102
32194,343.0592651,1784.560425
32195,353.9687195,1641.169556
32196,342.7219849,1784.393433
32197,353.5732727,1640.87439
32198,342.5377197,1784.409668
32199,353.3536072,1640.567749
32200,342.4475098,1784.536743
32201,353.2408447,1640.258179
32202,342.4125671,1784.722046
32203,353.1904602,1639.957764
32204,342.4060364,1784.925537
32205,353.1700439,1639.67395
32206,342.4067993,1785.115845
32207,353.1530457,1639.410156
32208,342.3973999,1785.267822
32209,353.1177979,1639.165649
32210,342.3629456,1785.362915
32211,353.0446167,1638.93811
32212,342.2901306,1785.384766
32213,352.9170227,1638.722534
32214,342.1669922,1785.319824
32215,352.7203064,1638.515381
32216,341.9835205,1785.158203
32217,352.4427795,1638.310913
32218,341.7316589,1784.892578
32219,352.0751648,1638.104614
32220,341.4046631,1784.51709
32221,351.6109924,1637.891846
32222,340.9985657,1784.030151
32223,351.0465698,1637.667358
32224,340.5114136,1783.432617
32225,350.3818359,1637.428345
32226,339.9438782,1782.729126
32227,349.6202698,1637.170898
32228,339.3007813,1781.92981
32229,348.7702942,1636.892456
32230,338.5899048,1781.047607
32231,347.8452759,1636.591309
32232,337.8236694,1780.102539
32233,346.8627625,1636.266479
32234,337.0155334,1779.115234
32235,345.8407898,1635.916626
32236,336.1794434,1778.106567
32237,344.7936401,1635.539673
32238,335.3244629,1777.090576
32239,343.7251892,1635.133545
32240,334.4530334,1776.072632
32241,342.6309204,1634.696045
32242,333.562439,1775.050171
32243,341.503479,1634.224976
32244,332.6495667,1774.020874
32245,340.3408203,1633.719971
32246,331.7169495,1772.991211
32247,339.1538391,1633.183472
32248,330.7805481,1771.987427
32249,337.9735718,1632.627319
32250,329.8701172,1771.055298
32251,336.8514404,1632.078857
32252,329.0070801,1770.21875
32253,335.8232422,1631.578247
32254,328.1757507,1769.416016
32255,334.86203,1631.162476
32256,327.3594666,1768.587402
32257,333.9284058,1630.852905
32258,326.5857849,1767.790649
32259,333.0437927,1630.665649
32260,325.8995972,1767.124756
32261,332.2624207,1630.605957
32262,325.299469,1766.547729
32263,331.583252,1630.646851
32264,324.7585754,1765.975952
32265,330.9746399,1630.744751
32266,324.2670593,1765.415161
32267,330.4263611,1630.865967
32268,323.8296509,1764.902344
32269,329.9472351,1630.992676
32270,323.4593201,1764.478027
32271,329.5557556,1631.115356
32272,323.1731567,1764.182007
32273,329.2741089,1631.227539
32274,322.9871216,1764.049194
32275,329.1216431,1631.325073
32276,322.9122925,1764.104614
32277,329.1100464,1631.404053
32278,322.9513855,1764.353516
32279,329.2400818,1631.465454
32280,323.1001282,1764.786011
32281,329.5046082,1631.512817
32282,323.3513794,1765.381348
32283,329.8948669,1631.553833
32284,323.6994629,1766.120117
32285,330.4065247,1631.598389
32286,324.1473694,1766.997681
32287,331.0485535,1631.65979
32288,324.7159729,1768.042114
32289,331.8567505,1631.756958
32290,325.4602356,1769.339233
32291,332.9179382,1631.921265
32292,326.4848938,1771.046509
32293,334.3945618,1632.209595
32294,327.9440308,1773.371704
32295,336.5151062,1632.731079
32296,330.0137329,1776.493774
32297,339.5137024,1633.651733
32298,332.8592224,1780.393311
32299,343.6035156,1635.123535
32300,336.5627136,1784.940674
32301,348.7920532,1637.101929
32302,341.1436157,1790.300293
32303,355.4064026,1639.707886
32304,346.9738464,1796.884644
32305,363.9024048,1643.143921
32306,353.5191956,1803.521118
32307,373.2161255,1647.285889
32308,357.9835205,1806.156738
32309,378.5944519,1650.319458
32310,358.8381348,1804.184326
32311,378.0914612,1651.577515
32312,356.8685913,1799.306519
32313,374.1009827,1651.853394
32314,353.4078979,1793.145508
32315,368.506073,1651.736084
32316,349.8788147,1787.599487
32317,363.4505615,1651.637085
32318,346.995697,1783.34314
32319,359.5757751,1651.608887
32320,344.5190125,1779.659058
32321,356.2189941,1651.561157
32322,342.3861694,1776.55957
32323,353.3648987,1651.546631
32324,340.7720947,1774.347656
32325,351.3016663,1651.68335
32326,339.6828918,1772.864258
32327,349.9790955,1651.988037
32328,338.9334412,1771.701782
32329,349.0818481,1652.40332
32330,338.3675842,1770.643555
32331,348.3909912,1652.895142
32332,337.8883667,1769.586548
32333,347.7860107,1653.453857
32334,337.4370117,1768.467041
32335,347.1975708,1654.082153
32336,336.9776001,1767.243042
32337,346.5856934,1654.785767
32338,336.4888916,1765.887207
32339,345.9284973,1655.568848
32340,335.9588013,1764.382324
32341,345.2145691,1656.435059
32342,335.3806458,1762.717529
32343,344.4398804,1657.39624
32344,334.7534485,1760.88147
32345,343.6085815,1658.473511
32346,334.0855103,1758.880127
32347,342.7388916,1659.682617
32348,333.4016724,1756.801392
32349,341.8735962,1660.969971
32350,332.7461548,1754.926514
32351,341.0917969,1662.078125
32352,332.164032,1753.410645
32353,340.4046326,1662.904785
32354,331.641449,1752.057861
32355,339.7472839,1663.674316
32356,331.133606,1750.629639
32357,339.0832214,1664.567261
32358,330.6252136,1748.991699
32359,338.4091187,1665.694946
32360,330.1280823,1747.067383
32361,337.7418823,1667.148926
32362,329.6705627,1744.795654
32363,337.112854,1669.031982
32364,329.2984924,1742.108154
32365,336.5718384,1671.473145
32366,329.0832825,1738.944458
32367,336.1398926,1674.374878
32368,329.0372009,1735.499634
32369,335.6922607,1677.048706
32370,328.9663391,1732.416626
32371,335.2892151,1679.685303
32372,329.0307922,1729.621338
32373,335.0524292,1682.429077
32374,329.3808289,1727.323242
32375,335.1290588,1685.150879
32376,330.0913086,1725.841553
32377,335.5865173,1687.52002
32378,330.9979858,1725.067017
32379,336.3067322,1689.469604
32380,331.944519,1724.627563
32381,337.0977783,1691.104126
32382,332.8581543,1724.386475
32383,337.8578186,1692.439819
32384,333.6897278,1724.343506
32385,338.5463562,1693.451904
32386,334.4050598,1724.507202
32387,339.144928,1694.121094
32388,334.9747009,1724.846313
32389,339.6321716,1694.450317
32390,335.3721619,1725.303711
32391,339.9796753,1694.459595
32392,335.5821228,1725.831909
32393,340.1674805,1694.173584
32394,335.604126,1726.412109
32395,340.190033,1693.610107
32396,335.447937,1727.048096
32397,340.0581055,1692.78418
32398,335.1342468,1727.760376
32399,339.7979431,1691.711548
32400,334.6946716,1728.582764
32401,339.4520569,1690.416138
32402,334.1742249,1729.552124
32403,339.0807495,1688.942383
32404,333.6339417,1730.699219
32405,338.7585449,1687.364258
32406,333.1486816,1732.034302
32407,338.5655212,1685.78894
32408,332.7965088,1733.526611
32409,338.5522766,1684.312866
32410,332.6210022,1735.122192
32411,338.7067871,1682.933228
32412,332.5933533,1736.812744
32413,338.9826355,1681.567749
32414,332.6524353,1738.613525
32415,339.3353271,1680.14856
32416,332.7507629,1740.51001
32417,339.7267151,1678.658691
32418,332.8608398,1742.462769
32419,340.1259155,1677.114746
32420,332.9822693,1744.455322
32421,340.5305481,1675.566895
32422,333.1358643,1746.473755
32423,340.9646912,1674.190674
32424,333.3424988,1748.331665
32425,341.4091797,1673.124512
32426,333.559021,1749.817993
32427,341.7714539,1672.166016
32428,333.677124,1751.033081
32429,341.969696,1671.075562
32430,333.6199951,1752.093384
32431,341.9378662,1669.71875
32432,333.3318481,1753.035278
32433,341.6116943,1668.014648
32434,332.7777405,1753.888306
32435,340.9499817,1665.879395
32436,331.9615479,1754.749634
32437,339.9646606,1663.200439
32438,330.9551697,1755.829346
32439,338.7774658,1659.872559
32440,329.9399109,1757.401733
32441,337.6386719,1655.929565
32442,329.0070801,1759.00769
32443,336.5084839,1652.013672
32444,328.1759644,1760.405518
32445,335.5228577,1648.43396
32446,327.7571716,1762.486938
32447,335.2453003,1644.776123
32448,328.0758362,1765.772827
32449,336.0446167,1640.97522
32450,329.2830505,1770.249146
32451,337.9901123,1637.568848
32452,331.1727295,1775.196777
32453,340.7780457,1634.734131
32454,333.6450195,1780.384033
32455,344.4680481,1632.389648
32456,336.2554626,1785.329834
32457,348.1455688,1630.619141
32458,338.3079529,1789.166382
32459,350.766449,1629.407227
32460,339.3183289,1791.216064
32461,351.828064,1628.740845
32462,339.1633606,1791.531982
32463,351.1899719,1628.502319
32464,338.0433044,1790.247925
32465,349.3877563,1628.542114
32466,336.3766174,1787.915405
32467,346.9960632,1628.743042
32468,334.4772034,1785.093872
32469,344.3986206,1629.044922
32470,332.5304871,1782.131592
32471,341.8025208,1629.41394
32472,330.6454163,1779.222412
32473,339.3351135,1629.828125
32474,328.9085999,1776.515991
32475,337.1048889,1630.26416
32476,327.3974915,1774.150269
32477,335.2094421,1630.694458
32478,326.1697998,1772.245239
32479,333.7138062,1631.092041
32480,325.2518616,1770.876587
32481,332.6364746,1631.435059
32482,324.6398926,1770.058594
32483,331.9554749,1631.710938
32484,324.3093567,1769.742798
32485,331.6271362,1631.92041
32486,324.2262878,1769.843628
32487,331.6031799,1632.070557
32488,324.3575439,1770.273438
32489,331.8433533,1632.175293
32490,324.6752014,1770.958984
32491,332.3192444,1632.25061
32492,325.1576843,1771.849121
32493,333.0112305,1632.313477
32494,325.7929993,1772.923096
32495,333.9071045,1632.381592
32496,326.5939941,1774.221313
32497,335.0283508,1632.475342
32498,327.6212769,1775.869751
32499,336.4679565,1632.626465
32500,328.9885254,1778.050781
32501,338.3948975,1632.89624
32502,330.8317871,1780.93457
32503,340.9957581,1633.390991
32504,333.2786865,1784.599731
32505,344.4316101,1634.249878
32506,336.3945923,1788.853882
32507,348.7668762,1635.562256
32508,340.0922852,1793.433594
32509,353.8904114,1637.314087
32510,344.447937,1798.552368
32511,360.0716553,1639.562988
32512,349.7297058,1804.618652
32513,367.3157349,1642.164551
32514,354.8361206,1809.808594
32515,374.1227112,1644.968628
32516,357.6255493,1810.971313
32517,377.1316223,1646.876831
32518,357.5029907,1808.540527
32519,375.5519714,1647.485107
32520,355.2627258,1803.983276
32521,371.455719,1647.381226
32522,352.4105225,1799.406494
32523,367.0542603,1647.040894
32524,349.6671753,1795.416382
32525,363.1287537,1646.627563
32526,347.0841064,1791.806519
32527,359.5252991,1646.106934
32528,344.809906,1788.855103
32529,356.4560242,1645.525635
32530,343.1864319,1787.088989
32531,354.4013977,1645.017822
32532,342.210907,1786.27063
32533,353.2371521,1644.577637
32534,341.6609802,1785.972046
32535,352.5906982,1644.137329
32536,341.3662415,1785.981323
32537,352.2364502,1643.671753
32538,341.2254944,1786.182129
32539,352.0569458,1643.187744
32540,341.1798401,1786.497803
32541,351.9880981,1642.706299
32542,341.1910706,1786.869507
32543,351.9876099,1642.251099
32544,341.2293701,1787.244019
32545,352.0205383,1641.841553
32546,341.2692566,1787.575562
32547,352.0540771,1641.486816
32548,341.2888489,1787.829834
32549,352.0585938,1641.186523
32550,341.2703247,1787.983032
32551,352.0096436,1640.933716
32552,341.2000427,1788.022339
32553,351.8890381,1640.71875
32554,341.0679932,1787.94165
32555,351.6842346,1640.530762
32556,340.8676758,1787.740112
32557,351.3887024,1640.359619
32558,340.5957947,1787.421631
32559,350.9993896,1640.196289
32560,340.2509766,1786.991333
32561,350.5158691,1640.032593
32562,339.8331604,1786.456543
32563,349.9399109,1639.860229
32564,339.3439636,1785.824463
32565,349.2748718,1639.672852
32566,338.7862549,1785.105713
32567,348.5264893,1639.464355
32568,338.1646118,1784.311279
32569,347.7030945,1639.228516
32570,337.4862671,1783.455078
32571,346.8161621,1638.961304
32572,336.7597351,1782.552246
32573,345.879303,1638.659058
32574,335.9959717,1781.620117
32575,344.9066467,1638.318848
32576,335.2049255,1780.673584
32577,343.9082642,1637.939209
32578,334.3929443,1779.721802
32579,342.8857727,1637.519043
32580,333.5596619,1778.765015
32581,341.8329468,1637.058228
32582,332.6997681,1777.794312
32583,340.7408752,1636.557007
32584,331.8067932,1776.803711
32585,339.6045227,1636.016968
32586,330.8822327,1775.798096
32587,338.4340515,1635.444336
32588,329.9450989,1774.807983
32589,337.2662659,1634.860474
32590,329.027771,1773.879883
32591,336.1537781,1634.306519
32592,328.1448364,1773.016235
32593,335.1150818,1633.829834
32594,327.2782288,1772.146484
32595,334.1092529,1633.458008
32596,326.4208069,1771.235962
32597,333.1091309,1633.199341
32598,325.6038513,1770.356323
32599,332.150238,1633.063843
32600,324.867981,1769.5896
32601,331.2867737,1633.053467
32602,324.2140198,1768.89563
32603,330.5234985,1633.13916
32604,323.6252747,1768.221436
32605,329.8428345,1633.27771
32606,323.100769,1767.588135
32607,329.2457581,1633.436523
32608,322.6514282,1767.04187
32609,328.7473755,1633.597534
32610,322.2933044,1766.627075
32611,328.3680725,1633.750488
32612,322.041748,1766.378906
32613,328.1266479,1633.88916
32614,321.908844,1766.324707
32615,328.0375671,1634.01001
32616,321.9024658,1766.478149
32617,328.1095581,1634.113159
32618,322.0274048,1766.844849
32619,328.3491516,1634.202148
32620,322.2900696,1767.430298
32621,328.7674866,1634.285278
32622,322.7055969,1768.251099
32623,329.3895874,1634.375488
32624,323.3068848,1769.352905
32625,330.2684326,1634.494141
32626,324.1564026,1770.825073
32627,331.5029602,1634.678345
32628,325.3540955,1772.804565
32629,333.2474976,1634.995361
32630,327.0283203,1775.442993
32631,335.6830444,1635.554199
32632,329.3060608,1778.80896
32633,338.9517822,1636.482544
32634,332.2372742,1782.713501
32635,343.0606079,1637.791504
32636,335.835968,1787.229492
32637,347.9902649,1639.47583
32638,340.0151062,1792.220703
32639,353.9299927,1641.689087
32640,345.1172485,1798.069824
32641,361.3009949,1644.665283
32642,351.053833,1804.355835
32643,369.6930847,1648.303467
32644,355.2627258,1806.977539
32645,374.8420715,1651.157593
32646,356.5879211,1805.989258
32647,375.2161865,1652.540894
32648,354.9855652,1801.564941
32649,371.8016968,1652.894653
32650,352.0829468,1796.236816
32651,367.0518494,1652.889648
32652,349.0896606,1791.418945
32653,362.7316284,1652.884766
32654,346.4201965,1787.34436
32655,359.0589905,1652.78125
32656,344.0037842,1783.799438
32657,355.7533569,1652.537354
32658,341.9143066,1780.955078
32659,352.964325,1652.264771
32660,340.3672791,1779.092896
32661,351.0108643,1652.098633
32662,339.3165894,1777.929565
32663,349.743927,1652.026855
32664,338.567749,1777.082031
32665,348.842926,1651.981323
32666,337.9790039,1776.383911
32667,348.118103,1651.918335
32668,337.467804,1775.767822
32669,347.4709473,1651.813354
32670,336.9870605,1775.202148
32671,346.8482361,1651.649536
32672,336.5099792,1774.67334
32673,346.2213745,1651.413818
32674,336.0226746,1774.18042
32675,345.5762329,1651.094971
32676,335.5202637,1773.731689
32677,344.9100342,1650.681274
32678,335.0076599,1773.348755
32679,344.2321777,1650.161865
32680,334.4992371,1773.065918
32681,343.5639954,1649.524902
32682,334.0202637,1772.934326
32683,342.940918,1648.760376
32684,333.6069946,1773.019531
32685,342.4115601,1647.859985
32686,333.303894,1773.394287
32687,342.0341492,1646.825928
32688,333.1499023,1774.103394
32689,341.8543091,1645.684814
32690,333.1414185,1775.082886
32691,341.8572388,1644.509521
